Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
870,Brett Phillips\phillbr02,27,TBR,292,.320,104,.302,.221,4.5%,38.7%,11.3%,88.0,45.1%,20.8%,34.7%,38.2%,0.56,34.0%,53.5%,12.5%,0.0,-0.1%,7.0,41%,82%,68%
871,Evan Phillips\phillev01,26,TOT,3,,,,.000,0.0%,100.0%,0.0%,,,,,,,,,,,,,,,
872,Evan Phillips\phillev01,26,LAD,3,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.2,-0.2%,-0.9,,,
873,Kevin Pillar\pillake01,32,NYM,347,.311,93,.261,.185,4.3%,23.3%,3.2%,85.8,31.8%,19.2%,35.9%,30.6%,0.56,32.7%,49.0%,18.4%,-0.1,-0.8%,2.0,31%,57%,38%
874,Manny Pina\pinama01,34,MIL,208,.317,90,.162,.250,6.3%,18.3%,10.6%,86.5,32.4%,18.2%,38.5%,32.9%,0.63,37.1%,49.7%,13.3%,-0.6,-0.7%,1.4,29%,,20%
875,Chad Pinder\pindech01,29,OAK,233,.310,97,.313,.168,2.6%,26.6%,6.9%,92.6,54.2%,26.1%,48.4%,22.2%,0.94,28.8%,58.2%,13.1%,-0.3,-0.5%,-0.8,38%,100%,50%
876,Michael Pineda\pinedmi01,32,MIN,3,.000,-124,.000,.000,0.0%,33.3%,0.0%,82.3,50.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,-0.1,0.0%,-1.3,,,
877,Stephen Piscotty\piscost01,30,OAK,188,.284,79,.275,.133,2.7%,25.5%,6.9%,86.1,36.8%,22.4%,38.4%,28.8%,0.62,22.6%,56.5%,21.0%,-1.0,-0.8%,-5.3,18%,100%,47%
878,Nick Pivetta\pivetni01,28,BOS,2,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
879,Kevin Plawecki\plaweke01,30,BOS,173,.329,98,.328,.102,1.7%,15.0%,6.9%,86.9,34.8%,25.8%,39.4%,25.0%,0.66,25.0%,51.5%,23.5%,-0.6,-0.6%,-1.1,21%,,32%
880,Gregory Polanco\polangr01,29,PIT,382,.285,65,.258,.146,2.9%,27.2%,9.4%,89.5,48.7%,25.0%,39.2%,22.9%,0.65,34.2%,52.9%,12.9%,-1.8,-0.6%,-18.0,28%,93%,41%
881,Jorge Polanco\polanjo01,27,MIN,644,.352,125,.282,.235,5.1%,18.3%,7.0%,88.3,37.5%,27.1%,31.5%,32.8%,0.47,41.6%,45.6%,12.8%,3.8,0.5%,27.1,36%,65%,48%
882,AJ Pollock\polloaj01,33,LAD,422,.383,136,.326,.240,5.0%,19.0%,7.1%,90.3,47.7%,26.8%,39.5%,27.8%,0.65,27.1%,56.2%,16.7%,0.1,0.2%,23.2,25%,90%,39%
883,Daniel Ponce de Leon\ponceda01,29,STL,5,.000,-124,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.0,,,
884,Cody Ponce\ponceco01,27,PIT,7,.000,-170,.000,.000,0.0%,57.1%,0.0%,67.4,0.0%,0.0%,66.7%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.6,,,
885,Zach Pop\popza01,24,MIA,2,.000,-362,,.000,0.0%,50.0%,0.0%,48.8,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,,,
886,Sean Poppen\poppese01,27,TOT,1,,,,.000,0.0%,100.0%,0.0%,,,,,,,,,,,,,,,
887,Sean Poppen\poppese01,27,TOT,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
888,Sean Poppen\poppese01,27,PIT,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
889,Buster Posey\poseybu01,34,SFG,454,.386,143,.349,.195,4.0%,19.2%,12.3%,88.5,39.4%,26.1%,46.5%,23.2%,0.87,24.8%,58.4%,16.8%,1.6,1.8%,20.6,31%,,33%
890,Cody Poteet\poteeco01,26,MIA,11,.080,-92,.143,.000,0.0%,27.3%,0.0%,69.8,37.5%,12.5%,75.0%,0.0%,6.00,42.9%,57.1%,0.0%,-0.1,0.0%,-1.8,100%,,0%
891,Yohel Pozo\pozoyo01,24,TEX,77,.301,87,.317,.095,1.3%,13.0%,3.9%,87.7,37.5%,34.4%,35.9%,15.6%,0.56,31.3%,54.7%,14.1%,0.1,0.0%,-1.3,30%,,22%
892,David Price\priceda01,35,LAD,18,.240,29,.308,.067,0.0%,16.7%,0.0%,77.7,35.7%,20.0%,60.0%,6.7%,2.25,26.7%,60.0%,13.3%,0.0,0.0%,-0.7,25%,,0%
893,Jurickson Profar\profaju01,28,SDP,412,.303,90,.266,.093,1.0%,15.8%,11.9%,84.9,30.2%,23.7%,43.0%,20.6%,0.76,31.3%,51.2%,17.5%,-0.8,-0.4%,-6.3,33%,67%,49%
894,Albert Pujols\pujolal01,41,TOT,296,.305,83,.223,.196,5.7%,15.2%,4.7%,90.3,39.7%,19.4%,46.1%,26.7%,0.86,35.3%,46.6%,18.1%,-0.7,-0.6%,-5.6,18%,100%,7%
895,Albert Pujols\pujolal01,41,LAA,92,.267,58,.176,.174,5.4%,14.1%,3.3%,90.5,41.1%,20.5%,38.4%,27.4%,0.62,31.5%,49.3%,19.2%,-0.2,-0.1%,-6.6,22%,100%,0%
896,Albert Pujols\pujolal01,41,LAD,204,.322,94,.245,.206,5.9%,15.7%,5.4%,90.2,39.0%,18.9%,49.7%,26.4%,0.99,37.1%,45.3%,17.6%,-0.5,-0.5%,1.1,16%,100%,11%
897,Cal Quantrill\quantca01,26,CLE,2,.398,154,.500,.000,0.0%,0.0%,0.0%,87.5,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,
898,Roman Quinn\quinnro01,28,PHI,62,.266,63,.273,.115,0.0%,30.7%,9.7%,81.8,27.3%,24.2%,39.4%,15.2%,0.76,45.5%,48.5%,6.1%,-0.4,-0.3%,-2.0,40%,57%,75%
899,Jose Quintana\quintjo01,32,TOT,2,.797,433,1.000,.000,0.0%,0.0%,50.0%,76.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,0.6,0%,,
900,Jose Quintana\quintjo01,32,SFG,2,.797,433,1.000,.000,0.0%,0.0%,50.0%,76.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,0.6,0%,,
901,Cal Raleigh\raleica01,24,SEA,148,.229,41,.267,.129,1.4%,35.1%,4.7%,88.0,35.2%,28.4%,36.4%,21.6%,0.57,40.9%,45.5%,13.6%,-1.4,-1.0%,-13.2,13%,,25%
902,Luke Raley\raleylu01,26,LAD,72,.235,32,.256,.106,2.8%,34.7%,2.8%,89.2,39.0%,17.1%,53.7%,24.4%,1.22,31.7%,53.7%,14.6%,-1.1,-0.8%,-9.6,19%,,80%
903,Harold Ramirez\ramirha02,26,CLE,361,.320,98,.301,.130,1.9%,15.5%,3.9%,91.3,47.2%,22.0%,53.1%,18.5%,1.13,22.0%,58.0%,19.9%,0.2,0.4%,1.5,25%,75%,41%
904,Jose Ramirez\ramirjo01,28,CLE,636,.378,136,.256,.272,5.7%,13.7%,11.3%,89.9,42.9%,24.0%,36.0%,27.0%,0.56,41.6%,48.8%,9.6%,3.5,1.8%,40.3,40%,87%,69%
905,Nick Ramirez\ramirni01,31,SDP,3,.000,-124,.000,.000,0.0%,33.3%,0.0%,88.8,50.0%,50.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,0.0,0.0%,-0.5,,,
906,Yefry Ramirez\ramirye01,27,LAD,1,.000,-133,.000,.000,0.0%,0.0%,0.0%,83.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.8,,,
907,Henry Ramos\ramoshe01,29,ARI,55,.245,41,.237,.100,1.8%,21.8%,7.3%,86.7,30.8%,20.5%,48.7%,20.5%,1.00,30.8%,48.7%,20.5%,0.1,0.0%,-1.8,31%,,83%
908,Wilson Ramos\ramoswi01,33,TOT,163,.279,74,.213,.192,4.9%,22.1%,5.5%,89.6,44.0%,20.7%,54.3%,19.0%,1.19,25.9%,53.4%,20.7%,-0.7,-0.4%,-9.4,22%,,33%
909,Wilson Ramos\ramoswi01,33,DET,128,.274,71,.212,.192,4.7%,22.7%,4.7%,90.0,45.1%,20.9%,52.7%,19.8%,1.12,26.4%,52.7%,20.9%,-0.7,-0.4%,-7.7,25%,,33%
910,Wilson Ramos\ramoswi01,33,CLE,35,.297,83,.217,.194,5.7%,20.0%,8.6%,88.2,40.0%,20.0%,60.0%,16.0%,1.50,24.0%,56.0%,20.0%,-0.1,0.0%,-1.8,13%,,33%
911,Drew Rasmussen\rasmudr01,25,TOT,4,.199,20,.333,.000,0.0%,25.0%,0.0%,71.5,33.3%,0.0%,66.7%,33.3%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,0%,,
912,Drew Rasmussen\rasmudr01,25,MIL,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,
913,Drew Rasmussen\rasmudr01,25,TBR,3,.266,70,.333,.000,0.0%,0.0%,0.0%,71.5,33.3%,0.0%,66.7%,33.3%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,
914,Corey Ray\rayco01,26,MIL,3,.232,30,.000,.000,0.0%,33.3%,33.3%,86.5,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,-0.1%,-0.5,100%,,
915,Robbie Ray\rayro02,29,TOR,5,.000,-185,.000,.000,0.0%,20.0%,0.0%,50.2,0.0%,0.0%,50.0%,0.0%,,25.0%,75.0%,0.0%,-0.1,-0.1%,-1.3,,,
916,Colin Rea\reaco01,30,MIL,2,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
917,J.T. Realmuto\realmjt01,30,PHI,537,.347,111,.325,.176,3.2%,24.0%,8.9%,89.6,44.7%,23.2%,46.7%,24.4%,0.88,21.8%,56.2%,22.1%,1.5,0.4%,11.3,28%,81%,58%
918,Josh Reddick\reddijo01,34,ARI,158,.297,78,.311,.113,1.3%,19.6%,3.8%,85.1,32.2%,28.1%,37.2%,25.6%,0.59,33.1%,49.6%,17.4%,-0.4,-0.1%,-2.8,29%,,31%
919,Jake Reed\reedja02,28,TOT,1,.000,-128,.000,.000,0.0%,0.0%,0.0%,86.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.5,,,
920,Jake Reed\reedja02,28,NYM,1,.000,-128,.000,.000,0.0%,0.0%,0.0%,86.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.5,,,
921,Jakson Reetz\reetzja01,25,WSN,2,.622,313,.500,.500,0.0%,0.0%,0.0%,96.6,50.0%,50.0%,0.0%,50.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.2,100%,,0%
922,Rob Refsnyder\refsnro01,30,MIN,157,.297,85,.327,.094,1.3%,25.5%,10.8%,89.2,41.0%,26.0%,43.0%,27.0%,0.75,31.0%,51.0%,18.0%,-0.9,0.1%,-6.1,37%,100%,11%
923,Sean Reid-Foley\reidfse01,25,NYM,2,.696,365,,,0.0%,0.0%,100.0%,,,,,,,,,,0.1,0.0%,0.8,0%,,
924,Zach Reks\reksza01,27,LAD,10,.090,-69,.000,.000,0.0%,70.0%,0.0%,93.6,33.3%,33.3%,33.3%,33.3%,0.50,0.0%,66.7%,33.3%,-0.2,-0.2%,-1.9,200%,,
925,Anthony Rendon\rendoan01,31,LAA,249,.318,96,.267,.143,2.4%,16.5%,11.7%,89.1,38.8%,22.5%,31.5%,34.8%,0.46,29.8%,51.1%,19.1%,-0.6,-0.2%,-2.1,24%,,32%
926,Hunter Renfroe\renfrhu01,29,BOS,572,.350,113,.284,.242,5.4%,22.7%,7.7%,90.1,44.6%,22.9%,38.5%,27.0%,0.63,30.3%,51.5%,18.2%,0.5,0.2%,13.5,39%,33%,29%
927,Luis Rengifo\rengilu01,24,LAA,190,.248,45,.220,.109,3.2%,20.0%,4.7%,84.5,27.1%,19.1%,46.1%,24.1%,0.92,26.2%,55.3%,18.4%,-1.3,-0.4%,-12.7,40%,100%,60%
928,Alex Reyes\reyesal02,26,STL,1,.000,-124,.000,.000,0.0%,0.0%,0.0%,96.7,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,
929,Franmil Reyes\reyesfr01,25,CLE,466,.355,123,.314,.268,6.4%,32.0%,9.2%,92.0,49.3%,21.7%,46.3%,25.0%,0.86,27.6%,57.4%,15.1%,-0.3,0.4%,11.2,22%,80%,24%
930,Pablo Reyes\reyespa01,27,MIL,87,.347,104,.306,.103,1.2%,17.2%,10.3%,87.1,36.5%,25.4%,36.5%,28.6%,0.58,36.5%,44.4%,19.0%,-0.6,-0.4%,-0.6,33%,100%,60%
931,Victor Reyes\reyesvi01,26,DET,220,.315,99,.327,.158,2.3%,25.0%,3.6%,87.7,35.0%,28.0%,47.8%,19.1%,0.97,29.9%,49.0%,21.0%,-1.3,-0.6%,-0.5,32%,83%,71%
932,Bryan Reynolds\reynobr01,26,PIT,646,.394,148,.345,.220,3.7%,18.4%,11.6%,89.3,41.0%,26.8%,39.6%,28.8%,0.66,31.7%,51.8%,16.5%,2.9,0.2%,43.3,30%,71%,57%
933,Garrett Richards\richaga01,33,BOS,5,.246,39,.333,.200,0.0%,40.0%,0.0%,89.7,33.3%,33.3%,66.7%,0.0%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,0.1,0%,,
934,Trevor Richards\richatr01,28,TOT,1,.696,359,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.2,100%,,
935,Trevor Richards\richatr01,28,MIL,1,.696,359,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.2,100%,,
936,JT Riddle\riddljt01,29,MIN,6,.297,86,.333,.000,0.0%,0.0%,0.0%,84.8,33.3%,16.7%,83.3%,0.0%,5.00,50.0%,50.0%,0.0%,-0.1,0.0%,-0.4,33%,,67%
937,Austin Riley\rileyau01,24,ATL,662,.386,134,.368,.227,5.0%,25.4%,7.9%,90.1,45.9%,28.6%,38.8%,24.9%,0.63,27.9%,55.6%,16.5%,1.0,0.8%,26.0,28%,0%,35%
938,Edwin Rios\riosed01,27,LAD,60,.182,-4,.094,.059,1.7%,30.0%,11.7%,90.0,45.5%,12.1%,42.4%,39.4%,0.74,21.2%,63.6%,15.2%,-1.0,-0.8%,-10.8,25%,,33%
939,Alfonso Rivas\rivasal01,24,CHC,49,.356,119,.481,.091,2.0%,32.7%,8.2%,88.4,32.1%,17.9%,50.0%,32.1%,1.00,25.0%,57.1%,17.9%,0.2,0.0%,-1.1,33%,,50%
940,Webster Rivas\rivaswe01,30,SDP,77,.300,88,.260,.118,2.6%,20.8%,10.4%,84.8,32.1%,15.1%,54.7%,18.9%,1.32,20.8%,60.4%,18.9%,-0.8,-0.6%,-5.5,29%,,50%
941,Emmanuel Rivera\riverem01,25,KCR,98,.303,79,.324,.078,1.0%,21.4%,8.2%,91.1,47.8%,29.0%,49.3%,17.4%,0.97,29.0%,58.0%,13.0%,-0.3,0.0%,-2.0,40%,100%,71%
942,Rene Rivera\riverre01,37,TOT,78,.288,76,.368,.130,2.6%,37.2%,5.1%,84.9,39.5%,18.6%,46.5%,23.3%,1.00,23.3%,62.8%,14.0%,0.1,0.2%,-3.0,30%,,33%
943,Rene Rivera\riverre01,37,CLE,63,.303,86,.379,.164,3.2%,38.1%,6.4%,84.9,44.1%,20.6%,38.2%,26.5%,0.72,23.5%,61.8%,14.7%,0.3,0.3%,0.3,25%,,20%
944,Rene Rivera\riverre01,37,WSN,15,.228,34,.333,.000,0.0%,33.3%,0.0%,84.7,22.2%,11.1%,77.8%,11.1%,3.50,22.2%,66.7%,11.1%,-0.2,-0.1%,-3.3,50%,,100%
945,Sebastian Rivero\riverse01,22,KCR,44,.221,25,.280,.050,0.0%,34.1%,6.8%,86.6,24.0%,16.0%,44.0%,32.0%,0.79,36.0%,44.0%,20.0%,0.2,0.1%,-4.0,9%,,33%
946,Anthony Rizzo\rizzoan01,31,TOT,576,.350,117,.258,.192,3.8%,15.1%,9.0%,89.9,41.2%,23.9%,41.1%,27.1%,0.70,36.5%,49.8%,13.8%,1.0,0.9%,13.0,29%,75%,36%
947,Anthony Rizzo\rizzoan01,31,CHC,376,.348,114,.261,.198,3.7%,15.7%,9.6%,91.1,43.6%,23.2%,42.3%,28.1%,0.73,37.8%,49.4%,12.7%,-0.1,-0.2%,5.4,23%,67%,38%
948,Anthony Rizzo\rizzoan01,31,NYY,200,.354,122,.252,.179,4.0%,14.0%,8.0%,87.9,36.7%,25.2%,38.8%,25.2%,0.64,34.0%,50.3%,15.6%,1.1,1.1%,7.6,40%,100%,35%
949,Luis Robert\roberlu01,23,CHW,296,.408,159,.394,.229,4.4%,20.6%,4.7%,91.2,45.5%,31.5%,37.5%,24.1%,0.60,31.6%,52.6%,15.8%,1.8,0.5%,21.1,29%,86%,16%
950,Daniel Robertson\roberda10,27,MIL,90,.267,54,.227,.110,2.2%,31.1%,13.3%,81.6,23.4%,17.0%,42.6%,36.2%,0.77,17.0%,61.7%,21.3%,-0.2,-0.1%,-3.7,31%,,25%
951,Victor Robles\roblevi01,24,WSN,369,.276,69,.271,.092,0.5%,23.0%,8.9%,80.5,27.2%,23.0%,34.0%,23.0%,0.59,35.7%,48.9%,15.3%,-1.7,-0.6%,-15.4,32%,57%,24%
952,Jacob Robson\robsoja01,26,DET,7,.000,-122,.000,.000,0.0%,57.1%,0.0%,85.5,33.3%,0.0%,100.0%,0.0%,,33.3%,66.7%,0.0%,-0.1,0.0%,-1.4,100%,,0%
953,Brendan Rodgers\rodgebr02,24,COL,415,.347,102,.328,.186,3.6%,20.2%,4.6%,88.8,40.6%,24.3%,50.8%,21.0%,1.03,22.3%,58.0%,19.7%,0.6,0.0%,4.3,28%,,36%
954,Carlos Rodon\rodonca01,28,CHW,3,.000,-127,.000,.000,0.0%,33.3%,0.0%,77.1,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,
955,Eduardo Rodriguez\rodried05,28,BOS,6,.000,-134,.000,.000,0.0%,50.0%,0.0%,72.4,33.3%,0.0%,33.3%,33.3%,1.00,0.0%,66.7%,33.3%,-0.2,-0.3%,-1.7,,,
956,Jefry Rodriguez\rodrije01,27,WSN,2,.000,-128,.000,.000,0.0%,50.0%,0.0%,109.6,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,
957,Manuel Rodriguez\rodrima01,24,CHC,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,
958,Jake Rogers\rogerja03,26,DET,127,.339,116,.344,.257,4.7%,36.2%,8.7%,87.4,38.6%,27.1%,21.4%,34.3%,0.29,25.7%,47.1%,27.1%,0.1,-0.1%,1.5,34%,100%,40%
959,Josh Rogers\rogerjo01,26,WSN,14,.054,-105,.000,.000,0.0%,28.6%,7.1%,64.8,0.0%,11.1%,55.6%,11.1%,2.50,22.2%,55.6%,22.2%,-0.3,0.0%,-2.9,0%,,
960,Trevor Rogers\rogertr01,23,MIA,46,.095,-71,.188,.000,0.0%,58.7%,2.2%,72.1,11.1%,11.1%,61.1%,11.1%,2.75,22.2%,55.6%,22.2%,-0.6,-0.2%,-7.3,0%,,0%
961,Jose Rojas\rojasjo02,28,LAA,184,.300,84,.259,.190,3.3%,27.2%,8.2%,89.8,44.1%,23.7%,34.7%,29.7%,0.55,32.2%,56.8%,11.0%,0.1,0.0%,-4.6,43%,67%,36%
962,Josh Rojas\rojasjo01,27,ARI,550,.335,105,.345,.147,2.0%,24.9%,10.6%,87.9,31.1%,27.6%,49.0%,20.8%,0.97,27.4%,53.6%,19.1%,-0.4,-0.3%,1.2,33%,69%,57%
963,Miguel Rojas\rojasmi02,32,MIA,539,.320,94,.295,.127,1.7%,13.7%,6.9%,86.0,32.9%,24.3%,45.2%,22.0%,0.83,25.1%,53.4%,21.5%,-0.1,0.1%,3.0,35%,81%,50%
964,Sal Romano\romansa01,27,TOT,2,,,.000,.000,0.0%,50.0%,0.0%,,,,,,,,,,,,,,,
965,Sal Romano\romansa01,27,TOT,2,.000,-145,.000,.000,0.0%,50.0%,0.0%,41.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,
966,Sal Romano\romansa01,27,CIN,2,.000,-145,.000,.000,0.0%,50.0%,0.0%,41.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,
967,Andrew Romine\rominan01,35,CHC,64,.228,34,.286,.083,1.6%,37.5%,6.3%,79.1,16.7%,27.8%,50.0%,19.4%,1.06,25.0%,61.1%,13.9%,-0.1,0.0%,-5.5,40%,0%,50%
968,Austin Romine\rominau01,32,CHC,62,.238,36,.324,.083,1.6%,35.5%,3.2%,87.3,35.1%,18.4%,52.6%,23.7%,1.11,21.1%,52.6%,26.3%,-0.6,-0.1%,-5.5,29%,,50%
969,Jose Rondon\rondojo02,27,STL,90,.323,101,.290,.150,3.3%,18.9%,8.9%,84.4,33.8%,26.2%,30.8%,26.2%,0.47,27.7%,58.5%,13.8%,-0.3,-0.4%,-2.6,36%,100%,43%
970,Brent Rooker\rookebr01,26,MIN,213,.307,93,.264,.196,4.2%,32.9%,7.0%,91.0,48.7%,28.6%,37.0%,31.9%,0.59,34.5%,45.4%,20.2%,-0.8,-0.3%,-6.7,30%,,39%
971,Ben Rortvedt\rortvbe01,23,MIN,98,.226,34,.211,.112,3.1%,29.6%,6.1%,82.8,29.0%,21.0%,38.7%,27.4%,0.67,24.2%,67.7%,8.1%,-0.5,-0.1%,-9.2,25%,,75%
972,Amed Rosario\rosaram01,25,CLE,588,.324,98,.340,.127,1.9%,20.4%,5.3%,88.8,43.9%,25.1%,51.4%,18.9%,1.06,19.1%,61.1%,19.8%,-0.2,0.0%,0.4,37%,100%,52%
973,Eddie Rosario\rosared01,29,TOT,412,.322,95,.273,.177,3.4%,14.8%,6.3%,88.0,36.0%,24.7%,37.7%,28.7%,0.61,35.5%,50.0%,14.5%,0.6,0.7%,8.9,25%,79%,36%
974,Eddie Rosario\rosared01,29,CLE,306,.303,84,.280,.134,2.3%,15.4%,5.6%,87.9,35.6%,25.3%,39.8%,26.1%,0.68,32.8%,51.0%,16.2%,-0.1,-0.1%,5.0,27%,82%,36%
975,Eddie Rosario\rosared01,29,ATL,106,.377,127,.250,.302,6.6%,13.2%,8.5%,88.2,37.3%,22.9%,31.3%,36.1%,0.46,43.4%,47.0%,9.6%,0.8,0.8%,3.9,21%,67%,33%
976,Joe Ross\rossjo01,28,WSN,39,.280,66,.444,.000,0.0%,35.9%,2.6%,68.9,13.0%,21.7%,43.5%,8.7%,1.43,8.7%,60.9%,30.4%,-0.3,-0.1%,-3.0,9%,,0%
977,Ramon Rosso\rossora01,25,PHI,1,,,,,0.0%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,
978,Michael Rucker\ruckemi01,27,CHC,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,
979,Darin Ruf\rufda01,34,SFG,312,.403,154,.344,.248,5.1%,27.9%,14.7%,93.0,54.9%,29.5%,43.8%,23.3%,0.78,29.0%,55.1%,15.9%,1.7,1.0%,16.6,24%,100%,37%
980,Jose Ruiz\ruizjo01,26,CHW,1,.000,-127,.000,.000,0.0%,0.0%,0.0%,77.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,
981,Keibert Ruiz\ruizke01,22,TOT,96,.334,108,.276,.136,3.1%,9.4%,6.3%,86.0,30.4%,21.5%,43.0%,24.1%,0.76,38.0%,53.2%,8.9%,0.0,-0.1%,1.3,24%,,25%
982,Keibert Ruiz\ruizke01,22,LAD,7,.287,70,.000,.429,14.3%,71.4%,0.0%,100.2,50.0%,0.0%,50.0%,50.0%,1.00,100.0%,0.0%,0.0%,-0.1,-0.1%,-1.1,,,
983,Keibert Ruiz\ruizke01,22,WSN,89,.338,111,.280,.111,2.3%,4.5%,6.7%,85.6,29.9%,22.1%,42.9%,23.4%,0.75,36.4%,54.5%,9.1%,0.1,0.0%,2.4,24%,,25%
984,Rio Ruiz\ruizri01,27,TOT,141,.234,30,.209,.104,2.1%,27.0%,8.5%,86.4,26.7%,15.6%,51.1%,26.7%,1.07,25.6%,56.7%,17.8%,-1.1,-0.6%,-13.1,25%,100%,63%
985,Rio Ruiz\ruizri01,27,BAL,101,.251,44,.207,.133,3.0%,28.7%,8.9%,86.1,24.2%,17.7%,43.5%,29.0%,0.79,22.6%,58.1%,19.4%,-1.0,-0.6%,-10.4,30%,100%,60%
986,Rio Ruiz\ruizri01,27,COL,40,.193,-7,.214,.029,0.0%,22.5%,7.5%,87.1,32.1%,10.7%,67.9%,21.4%,2.11,32.1%,53.6%,14.3%,-0.1,0.0%,-2.7,11%,,67%
987,Joe Ryan\ryanjo04,25,MIN,2,.000,-124,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.8,,,
988,Kyle Ryan\ryanky01,29,CHC,2,.000,-133,.000,.000,0.0%,0.0%,0.0%,75.6,0.0%,0.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,
989,Hyun Jin Ryu\ryuhy01,34,TOR,4,.000,-128,.000,.000,0.0%,50.0%,0.0%,79.6,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.8,,,
990,Chris Sale\salech01,32,BOS,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,-0.1%,-0.2,,,
991,Adrian Sampson\sampsad01,29,CHC,11,.000,-266,,.000,0.0%,63.6%,0.0%,36.2,0.0%,0.0%,0.0%,0.0%,,0.0%,25.0%,75.0%,-0.1,0.0%,-1.3,0%,,0%
992,Aaron Sanchez\sanchaa01,28,SFG,10,.000,-131,.000,.000,0.0%,70.0%,0.0%,72.5,0.0%,0.0%,66.7%,0.0%,2.00,0.0%,66.7%,33.3%,-0.2,-0.1%,-2.4,,,
993,Adrian Sanchez\sanchad01,30,WSN,38,.272,64,.290,.057,0.0%,10.5%,7.9%,79.7,19.4%,19.4%,48.4%,16.1%,1.00,25.8%,61.3%,12.9%,-0.3,0.0%,-1.7,39%,,0%
994,Ali Sanchez\sanchal04,24,STL,4,.622,316,.500,.500,0.0%,0.0%,0.0%,91.2,75.0%,75.0%,25.0%,0.0%,0.33,75.0%,25.0%,0.0%,0.0,0.0%,-0.3,0%,,0%
995,Gary Sanchez\sanchga02,28,NYY,440,.315,96,.230,.219,5.2%,27.5%,11.8%,89.5,42.0%,20.6%,35.9%,31.3%,0.56,42.4%,43.9%,13.7%,-0.2,-0.3%,-6.4,28%,,36%
996,Jesus Sanchez\sanchje02,23,MIA,251,.348,117,.316,.238,5.6%,31.1%,8.0%,90.2,42.7%,21.3%,46.7%,28.7%,0.88,31.3%,50.0%,18.7%,0.8,-0.1%,6.3,20%,0%,25%
